family,seed,C,B,static_min_vs_smoothed_inversion,capacity_aware_vs_smoothed_inversion
medium_compressibility,9,3,2,0,0
medium_compressibility,9,3,3,0,0
medium_compressibility,9,3,4,0,0
medium_compressibility,9,3,5,0,0
medium_compressibility,9,3,6,0,0
medium_compressibility,9,3,7,0,0
medium_compressibility,9,3,8,0,0
medium_compressibility,9,3,9,0,0
medium_compressibility,9,3,10,0,0
medium_compressibility,9,3,11,0,0
medium_compressibility,9,3,12,0,0
medium_compressibility,9,3,13,0,0
medium_compressibility,9,3,14,0,0
medium_compressibility,9,3,15,0,0
medium_compressibility,9,4,0,0,0
medium_compressibility,9,4,1,0,0
medium_compressibility,9,4,2,0,0
medium_compressibility,9,4,3,0,0
medium_compressibility,9,4,4,0,0
medium_compressibility,9,4,5,0,0
medium_compressibility,9,4,6,0,0
medium_compressibility,9,4,7,0,0
medium_compressibility,9,4,8,0,0
medium_compressibility,9,4,9,0,0
medium_compressibility,9,4,10,0,0
medium_compressibility,9,4,11,0,0
medium_compressibility,9,4,12,0,0
medium_compressibility,9,4,13,0,0
medium_compressibility,9,4,14,0,0
medium_compressibility,9,4,15,0,0
medium_compressibility,9,5,0,0,0
medium_compressibility,9,5,1,0,0
medium_compressibility,9,5,2,0,0
medium_compressibility,9,5,3,0,0
medium_compressibility,9,5,4,0,0
medium_compressibility,9,5,5,0,0
medium_compressibility,9,5,6,0,0
medium_compressibility,9,5,7,0,0
medium_compressibility,9,5,8,0,0
medium_compressibility,9,5,9,0,0
medium_compressibility,9,5,10,0,0
medium_compressibility,9,5,11,0,0
medium_compressibility,9,5,12,0,0
medium_compressibility,9,5,13,0,0
medium_compressibility,9,5,14,0,0
medium_compressibility,9,5,15,0,0
medium_compressibility,9,6,0,0,0
medium_compressibility,9,6,1,0,0
medium_compressibility,9,6,2,0,0
medium_compressibility,9,6,3,0,0
medium_compressibility,9,6,4,0,0
medium_compressibility,9,6,5,0,0
medium_compressibility,9,6,6,0,0
medium_compressibility,9,6,7,0,0
medium_compressibility,9,6,8,0,0
medium_compressibility,9,6,9,0,0
medium_compressibility,9,6,10,0,0
medium_compressibility,9,6,11,0,0
medium_compressibility,9,6,12,0,0
medium_compressibility,9,6,13,0,0
medium_compressibility,9,6,14,0,0
medium_compressibility,9,6,15,0,0
medium_compressibility,9,7,0,0,0
medium_compressibility,9,7,1,0,0
medium_compressibility,9,7,2,0,0
medium_compressibility,9,7,3,0,0
medium_compressibility,9,7,4,0,0
medium_compressibility,9,7,5,0,0
medium_compressibility,9,7,6,0,0
medium_compressibility,9,7,7,0,0
medium_compressibility,9,7,8,0,0
medium_compressibility,9,7,9,0,0
medium_compressibility,9,7,10,0,0
medium_compressibility,9,7,11,0,0
medium_compressibility,9,7,12,0,0
medium_compressibility,9,7,13,0,0
medium_compressibility,9,7,14,0,0
medium_compressibility,9,7,15,0,0
